"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7470","should login with valid credentials","","Wed Jan 15 19:27:12 BRT 2025","passed","Wed Jan 15 19:27:19 BRT 2025","","My Login application","",""
